,name,artist_id,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1044,Roller Coaster,166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,221293,3,0.311,0.000691,0.884,8.36e-05,0.356,-3.256,0.0611,119.744,3
1045,Children,166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,237933,4,0.278,6.16e-05,0.837,0.0,0.0951,-2.267,0.0423,113.091,4
1046,How Deep Is Your Love?,166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,386960,7,0.47,0.000892,0.824,0.00111,0.203,-3.953,0.056,122.238,4
1047,Can You Find a Way?,166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,169693,3,0.715,0.0727,0.892,2.82e-05,0.201,-5.681,0.0823,137.079,4
1048,Come Back to Me,166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,337280,4,0.672,0.00173,0.532,0.000285,0.21,-8.709,0.0685,118.898,4
1049,In Love Divine,166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,426026,5,0.252,0.000451,0.84,0.00178,0.144,-5.599,0.0505,122.73,4
1050,It Takes Time to Be a Man,166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,342400,6,0.534,0.18,0.605,6.78e-06,0.118,-6.903,0.0358,139.562,4
1051,In The Grace Of Your Love (Pional Remix),166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,363586,4,0.763,0.0206,0.51,0.00413,0.106,-7.257,0.0284,102.489,4
1052,Sail Away (Aeroplane Remix),166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,446213,7,0.72,0.0163,0.745,0.129,0.0623,-2.672,0.0521,120.035,4
1053,How Deep Is Your Love? - (Emperor Machine Remix Extended Play),166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,676933,3,0.757,0.00551,0.933,0.0154,0.125,-4.016,0.0645,121.987,4
1054,Sail Away (Cosmic Kids Lost at Sea Remix),166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,455720,6,0.696,0.0101,0.684,0.826,0.111,-5.666,0.0356,119.99,4
1055,How Deep Is Your Love? (A-Trak Remix),166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,388066,3,0.778,0.00496,0.755,0.084,0.0514,-5.1,0.0725,125.989,4
1056,Children (Darkstarr Diskotek Remix),166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,459560,2,0.682,0.000408,0.948,0.119,0.106,-3.151,0.0385,118.025,4
1057,Sail Away (Cut Copy Remix),166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,490813,3,0.623,0.0168,0.972,0.706,0.115,-1.515,0.0434,119.016,4
1058,How Deep Is Your Love? - (Populette Remix),166Dz1GX3xonSQ3Z6CQW26,In The Grace Of Your Love - Deluxe Edition,The Rapture,2012-06-05,601093,3,0.618,0.0441,0.938,0.0186,0.11,-4.082,0.0359,122.004,4
1059,Sail Away,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,319605,9,0.218,0.015,0.626,5.94e-06,0.104,-4.229,0.0384,119.381,4
1060,Miss You,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,249379,7,0.701,0.00167,0.551,8.3e-05,0.0867,-4.298,0.0742,137.196,4
1061,Never Die Again,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,238259,5,0.496,0.00714,0.91,1.48e-06,0.138,-3.488,0.0951,108.264,4
1062,Blue Bird,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,184666,4,0.166,0.000225,0.889,0.0,0.345,-3.731,0.0858,149.834,4
1063,In the Grace of Your Love,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,334010,9,0.491,0.0813,0.724,0.0,0.077,-3.406,0.0431,100.682,4
1064,Roller Coaster,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,220577,4,0.303,0.000571,0.901,0.000395,0.371,-3.247,0.0654,119.691,3
1065,Children,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,239941,4,0.285,5.55e-05,0.852,0.0,0.0942,-2.146,0.043,112.724,4
1066,How Deep Is Your Love?,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,385713,8,0.478,0.000815,0.833,0.00138,0.322,-3.928,0.0583,122.329,4
1067,Can You Find a Way?,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,169734,4,0.711,0.0602,0.885,2.14e-05,0.243,-5.717,0.0776,137.073,4
1068,Come Back to Me,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,337055,5,0.665,0.00126,0.529,0.000487,0.207,-8.639,0.0708,118.888,4
1069,In Love Divine,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,425750,10,0.253,0.000468,0.831,0.00268,0.147,-5.662,0.051,122.714,4
1070,It Takes Time to Be a Man,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,339779,5,0.527,0.159,0.58,1.58e-05,0.122,-6.922,0.0339,139.569,4
1071,In the Grace of Your Love - Pional Remix,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,362475,11,0.759,0.023,0.529,0.00559,0.114,-7.327,0.0283,102.494,4
1072,Sail Away - Aeroplane Remix,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,443959,17,0.721,0.0148,0.752,0.104,0.0657,-2.675,0.0501,120.029,4
1073,How Deep Is Your Love? - Emperor Machine Extended Play,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,675122,8,0.756,0.00534,0.933,0.0165,0.0943,-4.024,0.0639,121.985,4
1074,Sail Away - Cosmic Kids Lost at Sea Remix,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,454831,12,0.689,0.0085,0.692,0.791,0.11,-5.635,0.0359,120.02,4
1075,How Deep Is Your Love? - A-Trak Remix,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,387495,8,0.789,0.00595,0.758,0.0829,0.0547,-5.076,0.0707,125.979,4
1076,Children - Darkstarr Diskotek Remix,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,458832,5,0.681,0.000441,0.945,0.142,0.0958,-3.157,0.0382,118.011,4
1077,Sail Away - Cut Copy Remix,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,490336,6,0.623,0.0177,0.97,0.702,0.117,-1.521,0.0433,119.018,4
1078,How Deep Is Your Love? - Populette Remix,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love (Deluxe),The Rapture,2012-04-30,599058,6,0.617,0.0427,0.939,0.0183,0.113,-4.097,0.0359,122.003,4
1079,Sail Away,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,321346,23,0.217,0.0118,0.657,7.57e-06,0.103,-4.276,0.0402,119.21,4
1080,Miss You,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,250573,15,0.644,0.00177,0.534,9.77e-05,0.0694,-4.282,0.0988,137.187,4
1081,Blue Bird,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,186573,8,0.167,0.000204,0.904,0.0,0.378,-3.837,0.075,149.803,4
1082,Come Back to Me,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,338506,14,0.67,0.0017,0.529,0.000468,0.219,-8.899,0.0689,118.873,4
1083,In the Grace of Your Love,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,336066,26,0.463,0.0663,0.72,0.0,0.0918,-3.412,0.045,100.587,4
1084,Never Die Again,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,239453,12,0.49,0.0056,0.903,4.55e-06,0.127,-3.496,0.0899,108.293,4
1085,Roller Coaster,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,221346,7,0.329,0.000705,0.888,0.000174,0.37,-3.283,0.0621,119.68,3
1086,Children,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,236920,9,0.295,4.25e-05,0.828,0.0,0.137,-2.179,0.0417,112.676,4
1087,Can You Find a Way?,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,172240,7,0.713,0.0813,0.891,2.8e-05,0.137,-5.649,0.0795,137.09,4
1088,How Deep Is Your Love?,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,387640,39,0.469,0.000613,0.823,0.000829,0.185,-3.948,0.0583,122.316,4
1089,It Takes Time to Be a Man,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-06,341946,40,0.53,0.18,0.593,8.78e-06,0.118,-6.962,0.0352,139.588,4
1090,Sail Away,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,320720,35,0.269,0.0124,0.653,1.3e-06,0.147,-4.251,0.0392,119.515,4
1091,Miss You,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,249640,25,0.703,0.00192,0.546,0.000169,0.0918,-4.291,0.0753,137.204,4
1092,Blue Bird,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,185066,15,0.163,0.000166,0.885,0.0,0.383,-3.83,0.0809,149.899,4
1093,Come Back to Me,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,337346,24,0.661,0.00159,0.528,0.000213,0.222,-8.684,0.0762,118.866,4
1094,In the Grace of Your Love,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,334386,38,0.491,0.0743,0.724,0.0,0.07,-3.435,0.0445,100.805,4
1095,Never Die Again,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,238680,19,0.49,0.0057,0.906,2.21e-06,0.138,-3.517,0.085,108.276,4
1096,Roller Coaster,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,220906,15,0.325,0.000721,0.888,0.000186,0.376,-3.301,0.0617,119.626,3
1097,Children,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,236920,17,0.294,4.85e-05,0.825,0.0,0.137,-2.22,0.0409,112.584,4
1098,Can You Find a Way?,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,169800,18,0.71,0.0667,0.887,1.38e-05,0.17,-5.587,0.0711,137.08,4
1099,How Deep Is Your Love?,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,385920,51,0.472,0.000617,0.826,0.000713,0.187,-3.938,0.0594,122.326,4
1100,It Takes Time to Be a Man,166Dz1GX3xonSQ3Z6CQW26,In the Grace of Your Love,The Rapture,2011-09-05,341946,44,0.523,0.172,0.58,5.46e-06,0.128,-6.95,0.0343,138.443,4
1101,Don Gon Do It,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,275373,24,0.675,4.92e-05,0.855,0.0134,0.744,-6.3,0.0393,123.827,4
1102,Pieces Of The People We Love,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,223520,35,0.786,6.19e-05,0.507,0.166,0.143,-5.327,0.0382,140.007,4
1103,Get Myself Into It,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,279480,43,0.744,3.25e-05,0.851,0.0361,0.158,-5.203,0.0354,117.997,4
1104,First Gear,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,379973,14,0.737,1.94e-05,0.814,0.000853,0.119,-7.126,0.0314,124.797,4
1105,The Devil,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,272560,20,0.631,2.8e-06,0.82,0.0779,0.0782,-6.368,0.0283,119.837,4
1106,Whoo! Alright - Yeah...Uh Huh.,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,228706,37,0.748,0.000159,0.898,0.00716,0.439,-5.113,0.0413,134.839,4
1107,Calling Me,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,224613,11,0.457,3.65e-05,0.855,0.000603,0.322,-6.525,0.0447,134.023,4
1108,Down For So Long,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,224360,11,0.638,3.01e-05,0.749,0.0118,0.114,-6.318,0.0461,114.605,4
1109,The Sound,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,262946,19,0.596,7.02e-05,0.946,0.000391,0.193,-6.053,0.107,143.902,4
1110,Live In Sunshine,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,239813,9,0.462,2.04e-05,0.707,9.59e-05,0.0892,-6.906,0.0358,109.842,4
1111,Don Gon Do It,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,275373,22,0.675,4.92e-05,0.855,0.0134,0.744,-6.3,0.0393,123.827,4
1112,Pieces Of The People We Love,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,223520,37,0.786,6.19e-05,0.507,0.166,0.143,-5.327,0.0382,140.007,4
1113,Get Myself Into It,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,279480,34,0.744,3.25e-05,0.851,0.0361,0.158,-5.203,0.0354,117.997,4
1114,First Gear,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,379973,11,0.737,1.94e-05,0.814,0.000853,0.119,-7.126,0.0314,124.797,4
1115,The Devil,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,272560,13,0.631,2.8e-06,0.82,0.0779,0.0782,-6.368,0.0283,119.837,4
1116,Whoo! Alright - Yeah...Uh Huh.,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,228706,31,0.748,0.000159,0.898,0.00716,0.439,-5.113,0.0413,134.839,4
1117,Calling Me,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,224613,7,0.457,3.65e-05,0.855,0.000603,0.322,-6.525,0.0447,134.023,4
1118,Down For So Long,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,224360,7,0.638,3.01e-05,0.749,0.0118,0.114,-6.318,0.0461,114.605,4
1119,The Sound,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,262946,18,0.596,7.02e-05,0.946,0.000391,0.193,-6.053,0.107,143.902,4
1120,Live In Sunshine,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,239813,5,0.462,2.04e-05,0.707,9.59e-05,0.0892,-6.906,0.0358,109.842,4
1121,Don Gon Do It,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,275373,23,0.684,5.03e-05,0.85,0.0196,0.795,-6.263,0.0403,123.829,4
1122,Pieces Of The People We Love,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,223506,40,0.783,6.18e-05,0.509,0.139,0.143,-5.284,0.0393,140.029,4
1123,Get Myself Into It,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,279480,32,0.746,3.17e-05,0.85,0.0499,0.153,-5.204,0.0362,117.995,4
1124,First Gear,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,379973,16,0.739,2.09e-05,0.816,0.000605,0.122,-7.114,0.0313,124.795,4
1125,The Devil,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,272560,17,0.635,2.63e-06,0.822,0.0653,0.0773,-6.363,0.0284,119.849,4
1126,Whoo! Alright - Yeah...Uh Huh.,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,228706,42,0.747,0.000147,0.9,0.0116,0.437,-5.144,0.041,134.837,4
1127,Calling Me,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,224613,12,0.461,3.77e-05,0.859,0.000281,0.321,-6.544,0.0461,134.05,4
1128,Down For So Long,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,224360,11,0.637,3.06e-05,0.745,0.0161,0.114,-6.332,0.0447,114.633,4
1129,The Sound,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,262946,20,0.595,6.55e-05,0.94,0.000413,0.239,-6.068,0.108,143.916,4
1130,Live In Sunshine,166Dz1GX3xonSQ3Z6CQW26,Pieces Of The People We Love,The Rapture,2006-01-01,239813,10,0.46,1.92e-05,0.694,8.61e-05,0.0893,-6.93,0.034,109.774,4
1131,Olio,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,320826,19,0.681,0.074,0.949,0.0598,0.0756,-6.476,0.0493,125.065,4
1132,Heaven,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,227680,13,0.406,0.000106,0.57,2.92e-05,0.128,-5.671,0.0409,126.326,3
1133,Open Up Your Heart,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,322106,12,0.595,0.276,0.369,0.0434,0.112,-11.65,0.0957,123.246,3
1134,I Need Your Love,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,279600,25,0.809,0.0664,0.82,0.192,0.634,-6.847,0.0347,124.952,4
1135,The Coming Of Spring,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,162946,12,0.512,0.000239,0.844,0.000378,0.937,-6.816,0.0524,129.969,4
1136,House Of Jealous Lovers,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,304786,41,0.729,0.000333,0.761,0.368,0.308,-4.277,0.0354,130.007,4
1137,Echoes,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,186520,38,0.603,0.000335,0.946,0.0604,0.0936,-3.369,0.228,133.986,4
1138,Killing,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,216986,12,0.803,0.00157,0.856,0.235,0.259,-8.114,0.0554,120.009,4
1139,Sister Saviour,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,227013,23,0.652,0.0126,0.733,0.00284,0.213,-5.665,0.0307,117.003,4
1140,Love Is All,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,255360,11,0.369,0.0111,0.624,0.194,0.154,-4.367,0.0343,121.808,4
1141,Infatuation,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,301800,11,0.274,0.232,0.475,0.373,0.076,-8.494,0.0264,77.542,4
1142,Olio,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,320826,17,0.681,0.074,0.949,0.0598,0.0756,-6.476,0.0493,125.065,4
1143,Heaven,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,227680,12,0.406,0.000106,0.57,2.92e-05,0.128,-5.671,0.0409,126.326,3
1144,Open Up Your Heart,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,322106,10,0.595,0.276,0.369,0.0434,0.112,-11.65,0.0957,123.246,3
1145,I Need Your Love,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,279600,18,0.809,0.0664,0.82,0.192,0.634,-6.847,0.0347,124.952,4
1146,The Coming Of Spring,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,162946,11,0.512,0.000239,0.844,0.000378,0.937,-6.816,0.0524,129.969,4
1147,House Of Jealous Lovers,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,304786,31,0.729,0.000333,0.761,0.368,0.308,-4.277,0.0354,130.007,4
1148,Echoes,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,186520,45,0.603,0.000335,0.946,0.0604,0.0936,-3.369,0.228,133.986,4
1149,Killing,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,216986,11,0.803,0.00157,0.856,0.235,0.259,-8.114,0.0554,120.009,4
1150,Sister Saviour,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,227013,14,0.652,0.0126,0.733,0.00284,0.213,-5.665,0.0307,117.003,4
1151,Love Is All,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,255360,9,0.369,0.0111,0.624,0.194,0.154,-4.367,0.0343,121.808,4
1152,Infatuation,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,301800,9,0.274,0.232,0.475,0.373,0.076,-8.494,0.0264,77.541,4
1153,Olio,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,320063,23,0.673,0.0737,0.949,0.09,0.0748,-6.467,0.0507,125.09,4
1154,Heaven,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,227648,18,0.412,0.000109,0.555,1.06e-05,0.14,-5.67,0.0391,127.507,3
1155,Open Up Your Heart,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,322146,15,0.594,0.264,0.373,0.033,0.112,-11.629,0.0918,123.225,3
1156,I Need Your Love,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,279614,24,0.809,0.0625,0.822,0.16,0.638,-6.845,0.0345,124.937,4
1157,The Coming Of Spring,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,162893,16,0.513,0.00022,0.843,0.000493,0.93,-6.819,0.0527,129.99,4
1158,House Of Jealous Lovers,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,304738,43,0.738,0.00037,0.764,0.278,0.292,-4.29,0.0347,130.011,4
1159,Echoes,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,186506,44,0.606,0.000319,0.94,0.021,0.0933,-3.381,0.268,133.964,4
1160,Killing,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,217013,17,0.537,0.00141,0.862,0.194,0.279,-8.115,0.0616,119.797,4
1161,Sister Saviour,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,226440,21,0.656,0.0139,0.729,0.00264,0.167,-5.69,0.0304,117.014,4
1162,Love Is All,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,255480,13,0.369,0.0111,0.627,0.184,0.158,-4.435,0.0341,117.991,4
1163,Infatuation,166Dz1GX3xonSQ3Z6CQW26,Echoes,The Rapture,2003-01-01,301400,14,0.264,0.202,0.471,0.416,0.0873,-8.583,0.0259,77.032,4
1164,In Finite Clock!,166Dz1GX3xonSQ3Z6CQW26,Mirror,The Rapture,1999-01-22,42920,7,0.791,0.945,0.0295,0.969,0.083,-20.009,0.123,111.394,4
1165,Notes,166Dz1GX3xonSQ3Z6CQW26,Mirror,The Rapture,1999-01-22,132240,12,0.447,0.146,0.77,0.392,0.419,-5.156,0.0372,157.197,4
1166,Olio,166Dz1GX3xonSQ3Z6CQW26,Mirror,The Rapture,1999-01-22,220546,14,0.569,0.0972,0.744,0.0016,0.308,-3.783,0.0319,135.533,4
1167,Frames Frames Frames,166Dz1GX3xonSQ3Z6CQW26,Mirror,The Rapture,1999-01-22,90986,11,0.707,0.00169,0.687,0.958,0.134,-7.46,0.0365,145.055,4
1168,Mirror,166Dz1GX3xonSQ3Z6CQW26,Mirror,The Rapture,1999-01-22,306493,12,0.215,0.0159,0.992,0.923,0.311,-2.365,0.121,143.914,4
1169,Alienation,166Dz1GX3xonSQ3Z6CQW26,Mirror,The Rapture,1999-01-22,285866,12,0.485,0.862,0.775,0.903,0.46,-5.335,0.0314,134.131,4
1170,Dusk at Maureen's,166Dz1GX3xonSQ3Z6CQW26,Mirror,The Rapture,1999-01-22,118240,8,0.273,0.99,0.176,0.879,0.0746,-12.244,0.055,82.773,1
1171,Kid 606 in Love With the Underground,166Dz1GX3xonSQ3Z6CQW26,Mirror,The Rapture,1999-01-22,279533,10,0.422,0.173,0.991,0.831,0.212,0.18,0.658,160.306,4
1172,My Trigger,4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,192400,49,0.553,0.137,0.843,2.25e-06,0.14,-3.365,0.0627,99.194,4
1173,The Heart of Me,4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,239880,41,0.58,0.208,0.832,0.00103,0.299,-3.934,0.0313,101.972,4
1174,Genghis Khan,4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,212146,62,0.688,0.04,0.847,2.81e-06,0.598,-3.238,0.0508,93.979,4
1175,Heart Is Full,4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,213360,37,0.258,0.0312,0.713,0.0,0.337,-4.15,0.0677,76.2,4
1176,For U (feat. Charli XCX),4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,222400,32,0.649,0.041,0.704,0.0606,0.102,-5.303,0.0508,120.028,4
1177,I Feel the Weight,4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,223013,32,0.562,0.0771,0.534,0.792,0.105,-6.503,0.028,119.871,4
1178,Back of the Car,4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,216226,37,0.806,0.7,0.681,0.00851,0.0762,-4.436,0.0287,93.956,4
1179,Lonely Life,4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,195226,33,0.584,0.0633,0.796,0.000247,0.318,-4.951,0.0362,92.011,4
1180,Over and Over,4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,248546,27,0.624,0.00676,0.709,0.00333,0.171,-3.983,0.0362,109.882,4
