,name,artist_id,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1181,Longshot (7 Nights),4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,248333,39,0.529,0.000693,0.649,0.000519,0.347,-6.048,0.0272,78.996,4
1182,Heart Is Full (feat. Run the Jewels) - Remix,4l1cKWYW591xnwEGxpUg3J,iii,Miike Snow,2016-03-04,237691,37,0.292,0.00325,0.842,0.0,0.26,-3.535,0.125,82.746,4
1183,My Trigger - Track by Track Commentary,4l1cKWYW591xnwEGxpUg3J,iii (Spotify Commentary),Miike Snow,2016-03-03,73000,8,0.432,0.295,0.00177,0.0,0.122,-47.51,0.0828,93.189,5
1184,The Heart of Me - Track by Track Commentary,4l1cKWYW591xnwEGxpUg3J,iii (Spotify Commentary),Miike Snow,2016-03-03,21013,0,0.481,0.255,0.00288,0.0,0.418,-44.707,0.256,168.467,4
1185,Genghis Khan - Track by Track Commentary,4l1cKWYW591xnwEGxpUg3J,iii (Spotify Commentary),Miike Snow,2016-03-03,16514,0,0.662,0.0551,0.00257,0.0,0.2,-44.873,0.138,53.156,4
1186,Heart Is Full - Track by Track Commentary,4l1cKWYW591xnwEGxpUg3J,iii (Spotify Commentary),Miike Snow,2016-03-03,28743,0,0.445,0.227,0.00316,0.0,0.117,-48.761,0.0684,109.684,4
1187,For U (feat. Charli XCX) - Track by Track Commentary,4l1cKWYW591xnwEGxpUg3J,iii (Spotify Commentary),Miike Snow,2016-03-03,33157,16,0.365,0.203,0.00128,0.0,0.153,-51.177,0.0359,105.09,4
1188,I Feel the Weight - Track by Track Commentary,4l1cKWYW591xnwEGxpUg3J,iii (Spotify Commentary),Miike Snow,2016-03-03,56979,16,0.391,0.227,0.00205,0.0,0.096,-50.638,0.0783,76.795,3
1189,Back of the Car - Track by Track Commentary,4l1cKWYW591xnwEGxpUg3J,iii (Spotify Commentary),Miike Snow,2016-03-03,44381,16,0.353,0.357,0.00161,0.0,0.339,-49.377,0.0577,89.887,3
1190,Lonely Life - Track by Track Commentary,4l1cKWYW591xnwEGxpUg3J,iii (Spotify Commentary),Miike Snow,2016-03-03,51805,16,0.353,0.364,0.00153,0.0,0.0467,-51.337,0.0401,71.051,4
1191,Over and Over - Track by Track Commentary,4l1cKWYW591xnwEGxpUg3J,iii (Spotify Commentary),Miike Snow,2016-03-03,50394,15,0.383,0.271,0.00182,0.0,0.248,-51.136,0.051,119.964,4
1192,Longshot (7 Nights) - Track by Track Commentary,4l1cKWYW591xnwEGxpUg3J,iii (Spotify Commentary),Miike Snow,2016-03-03,44631,16,0.476,0.308,0.00257,0.0,0.252,-49.548,0.131,80.521,3
1193,Enter the Jokers Lair,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,210573,14,0.563,0.0418,0.647,0.644,0.176,-9.301,0.0415,128.012,4
1194,The Wave,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,225520,35,0.67,0.0656,0.887,0.161,0.0648,-5.1,0.0432,121.998,4
1195,Devil's Work,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,237693,30,0.279,0.119,0.861,0.00262,0.325,-4.51,0.0503,124.839,4
1196,Vase,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,222666,15,0.746,0.00894,0.775,0.0026,0.0864,-4.729,0.133,119.919,5
1197,God Help This Divorce,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,274360,13,0.245,0.0685,0.661,0.827,0.356,-6.048,0.0529,155.586,4
1198,Bavarian #1 (Say You Will),4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,244760,25,0.615,0.0247,0.764,0.155,0.034,-5.193,0.0392,120.004,4
1199,Pretender,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,215506,29,0.65,0.0498,0.856,0.542,0.0997,-3.593,0.0388,129.958,4
1200,Archipelago,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,247146,19,0.518,0.0727,0.562,0.0342,0.11,-8.969,0.0349,139.858,4
1201,Black Tin Box,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,335160,15,0.596,0.599,0.688,0.789,0.157,-10.081,0.0523,120.033,4
1202,Paddling Out,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,223053,51,0.611,0.00929,0.826,0.0043,0.186,-3.56,0.0368,128.112,4
1203,Garden,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,234586,12,0.646,0.00229,0.779,0.0579,0.0886,-6.891,0.0328,130.021,4
1204,No Starry World,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,254373,11,0.325,0.00314,0.919,0.192,0.0952,-6.918,0.0416,123.988,4
1205,Devil's Work - Alex Metric Remix,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,334640,11,0.35,0.000136,0.891,0.885,0.353,-4.523,0.0643,126.987,4
1206,Paddling Out - Wolfgang Gartner Remix,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,367533,11,0.647,6.4e-05,0.935,0.194,0.685,-2.18,0.0423,127.989,4
1207,Paddling Out - Carli Remix,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,362133,9,0.797,0.00231,0.827,0.149,0.0636,-3.061,0.0373,128.045,4
1208,The Wave - Style of Eye Remix,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,301053,8,0.703,0.00725,0.592,0.456,0.0681,-5.57,0.136,127.954,4
1209,Paddling Out - Jacques Lu Cont Remix,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,345600,10,0.549,0.00268,0.904,0.48,0.381,-5.109,0.13,127.017,4
1210,Enter the Jokers Lair,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,210573,0,0.563,0.0418,0.647,0.644,0.176,-9.301,0.0415,128.012,4
1211,The Wave,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,225520,0,0.67,0.0656,0.887,0.161,0.0648,-5.1,0.0432,121.998,4
1212,Devil's Work,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,237693,0,0.279,0.119,0.861,0.00262,0.325,-4.51,0.0503,124.839,4
1213,Vase,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,222666,0,0.746,0.00894,0.775,0.0026,0.0864,-4.729,0.133,119.919,5
1214,God Help This Divorce,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,274360,0,0.245,0.0685,0.661,0.827,0.356,-6.048,0.0529,155.586,4
1215,Bavarian #1 (Say You Will),4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,244760,0,0.615,0.0247,0.764,0.155,0.034,-5.193,0.0392,120.004,4
1216,Pretender,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,215506,1,0.65,0.0498,0.856,0.542,0.0997,-3.593,0.0388,129.958,4
1217,Archipelago,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,247146,0,0.518,0.0727,0.562,0.0342,0.11,-8.969,0.0349,139.858,4
1218,Black Tin Box,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,335160,0,0.596,0.599,0.688,0.789,0.157,-10.081,0.0523,120.033,4
1219,Paddling Out,4l1cKWYW591xnwEGxpUg3J,Happy to You,Miike Snow,2012-03-19,223053,1,0.611,0.00929,0.826,0.0043,0.186,-3.56,0.0368,128.112,4
1220,Enter The Jokers Lair,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,208533,4,0.566,0.0497,0.623,0.754,0.15,-9.295,0.0364,128.022,4
1221,The Wave,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,223493,14,0.671,0.0595,0.884,0.0959,0.056,-5.076,0.0454,122.021,4
1222,Devil's Work,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,235680,10,0.198,0.119,0.868,0.0048,0.343,-4.486,0.0541,166.303,5
1223,Vase,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,220626,5,0.554,0.0082,0.772,0.00283,0.0878,-4.699,0.18,117.129,5
1224,God Help This Divorce,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,272346,6,0.246,0.0661,0.659,0.793,0.358,-6.024,0.047,155.192,4
1225,Bavarian #1 (Say You Will),4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,242733,8,0.611,0.0205,0.756,0.114,0.0357,-5.228,0.0388,119.984,4
1226,Pretender,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,213813,13,0.654,0.0522,0.859,0.537,0.129,-3.603,0.0398,129.976,4
1227,Archipelago,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,245186,6,0.519,0.0671,0.554,0.0412,0.125,-8.983,0.034,139.932,4
1228,Black Tin Box,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,333506,5,0.601,0.619,0.686,0.828,0.162,-10.092,0.0502,119.995,4
1229,Paddling Out,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,217960,21,0.599,0.0095,0.818,0.00571,0.297,-3.652,0.0394,128.159,4
1230,Garden,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,231466,4,0.654,0.00238,0.777,0.0584,0.0954,-6.884,0.033,129.958,4
1231,No Starry World,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,253413,3,0.558,0.00268,0.926,0.218,0.0919,-6.926,0.0392,124.007,4
1232,Devil's Work - Alex Metric Remix,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,334933,4,0.588,0.000127,0.875,0.858,0.386,-5.622,0.057,126.981,4
1233,Paddling Out - Wolfgang Gartner Remix,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,367253,5,0.644,7.03e-05,0.927,0.173,0.747,-3.282,0.0431,128.001,4
1234,Paddling Out - Carli Remix,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,362400,2,0.795,0.00149,0.774,0.11,0.0582,-4.336,0.0378,128.031,4
1235,The Wave - Style Of Eye Remix,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,300920,2,0.704,0.00751,0.573,0.42,0.0684,-6.668,0.126,127.985,4
1236,Paddling Out - Jacques Lu Cont Remix,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,346293,3,0.549,0.00264,0.885,0.462,0.377,-6.08,0.127,127.054,4
1237,Enter The Jokers Lair,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,208533,18,0.566,0.0497,0.623,0.754,0.15,-9.295,0.0364,128.022,4
1238,The Wave,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,223493,37,0.67,0.0596,0.885,0.0915,0.056,-5.076,0.0453,122.021,4
1239,Devil's Work,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,235680,31,0.198,0.119,0.868,0.0048,0.343,-4.486,0.0541,166.303,5
1240,Vase,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,220626,19,0.554,0.0082,0.772,0.00283,0.0878,-4.699,0.18,117.129,5
1241,God Help This Divorce,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,272346,16,0.246,0.0661,0.659,0.793,0.358,-6.024,0.047,155.192,4
1242,Bavarian #1 (Say You Will),4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,242733,29,0.611,0.0205,0.756,0.114,0.0357,-5.228,0.0388,119.984,4
1243,Pretender,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,213813,38,0.654,0.0522,0.859,0.537,0.129,-3.603,0.0398,129.976,4
1244,Archipelago,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,245186,24,0.519,0.0671,0.554,0.0412,0.125,-8.983,0.034,139.932,4
1245,Black Tin Box,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,333506,19,0.601,0.619,0.686,0.828,0.162,-10.092,0.0502,119.995,4
1246,Paddling Out,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,217960,50,0.599,0.0095,0.818,0.00571,0.297,-3.652,0.0394,128.159,4
1247,Enter The Jokers Lair,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,208533,7,0.566,0.0497,0.623,0.754,0.15,-9.295,0.0364,128.022,4
1248,The Wave,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,223493,13,0.67,0.0596,0.885,0.0915,0.056,-5.076,0.0453,122.021,4
1249,Devil's Work,4l1cKWYW591xnwEGxpUg3J,Happy To You,Miike Snow,2012-01-01,235680,11,0.198,0.119,0.868,0.0048,0.343,-4.486,0.0541,166.303,5
1250,Shibuya Crossing,4llqCChMq4zPzCB84OrTck,Into The Plateau,Delorean,2006-05-16,290720,5,0.81,0.126,0.456,0.88,0.0853,-12.877,0.0547,133.0,4
1251,Metropolitan Death 2,4llqCChMq4zPzCB84OrTck,The Metropolitan Death (Remixes),Delorean,2005-06-14,317973,5,0.721,0.0229,0.98,0.109,0.0729,-3.39,0.0407,142.021,4
1252,Metropolitan Death 3,4llqCChMq4zPzCB84OrTck,The Metropolitan Death (Remixes),Delorean,2005-06-14,400200,11,0.774,0.0204,0.627,0.79,0.0462,-10.436,0.0654,130.0,4
1253,Metropolitan Death 1,4llqCChMq4zPzCB84OrTck,The Metropolitan Death (Remixes),Delorean,2005-06-14,339906,3,0.684,0.00133,0.923,0.204,0.269,-5.526,0.0324,131.954,4
1254,Metropolitan Death 4,4llqCChMq4zPzCB84OrTck,The Metropolitan Death (Remixes),Delorean,2005-06-14,297760,2,0.686,3.92e-05,0.851,0.0117,0.0879,-6.041,0.0469,129.993,4
1255,Metropolitan Death 3 - D.A.R.Y.L.'s Sweaty Girl RMX,4llqCChMq4zPzCB84OrTck,The Metropolitan Death (Remixes),Delorean,2005-06-14,453120,2,0.818,0.0199,0.565,0.904,0.0599,-9.001,0.0463,127.008,4
1256,Metropolitan Death 4 - Undo & Vicknoise RMX,4llqCChMq4zPzCB84OrTck,The Metropolitan Death (Remixes),Delorean,2005-06-14,382413,0,0.751,0.000527,0.749,0.885,0.0937,-11.153,0.049,130.006,4
1257,Metropolitan Death 3 - DJ Coco & Bombjack RMX,4llqCChMq4zPzCB84OrTck,The Metropolitan Death (Remixes),Delorean,2005-06-14,410453,2,0.69,0.00272,0.921,0.855,0.0982,-8.188,0.0359,130.011,4
1258,Metropolitan Death 1 - Montreal's Italodisco RMX,4llqCChMq4zPzCB84OrTck,The Metropolitan Death (Remixes),Delorean,2005-06-14,408106,0,0.65,3.02e-05,0.957,0.848,0.354,-7.021,0.0346,131.986,4
1259,Metropolitan Death 4 - Karlos Phaser RMX,4llqCChMq4zPzCB84OrTck,The Metropolitan Death (Remixes),Delorean,2005-06-14,337946,0,0.652,0.000139,0.73,0.796,0.0853,-9.168,0.0526,129.99,4
1260,The Wishbones,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004-02-17,188866,5,0.349,4.33e-06,0.876,0.877,0.157,-6.38,0.0499,179.842,4
1261,The Terrorists! The Terrorists!,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004-02-17,162293,4,0.595,1.74e-05,0.772,0.0448,0.0894,-6.521,0.0528,94.986,4
1262,De Funked,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004-02-17,345520,7,0.632,0.000309,0.842,0.0394,0.129,-5.333,0.0286,140.057,4
1263,Los Muertos,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004-02-17,262346,6,0.454,0.0499,0.572,0.484,0.109,-10.52,0.065,81.563,4
1264,The Traps,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004-02-17,218400,2,0.617,1.03e-05,0.713,0.0356,0.0344,-5.683,0.0378,155.86,4
1265,NYCgaps,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004-02-17,223626,9,0.584,1.43e-05,0.834,0.124,0.0583,-5.962,0.0475,143.072,4
1266,The Nightlamps,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004-02-17,254293,5,0.55,6.48e-06,0.766,0.000916,0.0995,-5.796,0.0335,146.006,4
1267,Renegades,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004-02-17,276346,1,0.44,4.26e-05,0.877,5.21e-06,0.134,-5.166,0.066,132.09,4
1268,White Walls. The White Walls,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004-02-17,105373,1,0.271,2.29e-05,0.988,0.0066,0.118,-3.597,0.166,190.338,4
1269,The Wishbones,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004,188866,0,0.351,4.6e-06,0.876,0.807,0.161,-6.354,0.0518,179.719,4
1270,The Terrorist! The Terrorist!,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004,162293,0,0.598,1.75e-05,0.764,0.0351,0.0812,-6.452,0.0516,95.002,4
1271,De Funk Ed,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004,345520,0,0.631,0.000248,0.849,0.0223,0.129,-5.232,0.0286,140.055,4
1272,Los Muertos,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004,262346,0,0.48,0.0423,0.565,0.422,0.105,-10.508,0.0577,81.502,4
1273,The Traps,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004,218400,0,0.617,1.04e-05,0.712,0.0276,0.0317,-5.691,0.0379,155.892,4
1274,NYC Gaps,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004,223626,0,0.59,1.44e-05,0.831,0.127,0.0669,-5.983,0.0468,143.062,4
1275,The Nightlamps,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004,254293,0,0.556,7.66e-06,0.772,0.0016,0.1,-5.802,0.0351,146.022,4
1276,Renegades,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004,276346,0,0.434,4.52e-05,0.873,1.02e-05,0.129,-5.169,0.0632,132.089,4
1277,The White Walls. The White Walls.,4llqCChMq4zPzCB84OrTck,Delorean,Delorean,2004,105373,0,0.266,3.44e-05,0.986,0.00705,0.112,-3.554,0.155,190.32,4
1278,GEMINI,1O10apSOoAPjOu6UhUNmeI,SAVE YOURSELF,SBTRKT,2016-03-25,163234,22,0.374,0.649,0.373,0.91,0.287,-12.355,0.0338,114.841,4
1279,GOOD MORNING (feat. The-Dream),1O10apSOoAPjOu6UhUNmeI,SAVE YOURSELF,SBTRKT,2016-03-25,228063,30,0.194,0.121,0.535,6.06e-05,0.0928,-7.86,0.0307,88.682,4
1280,I FEEL YOUR PAIN (feat. D.R.A.M. & Mabel),1O10apSOoAPjOu6UhUNmeI,SAVE YOURSELF,SBTRKT,2016-03-25,204388,31,0.697,0.419,0.55,0.0,0.105,-8.263,0.0441,111.05,4
1281,TBD (feat. Sampha),1O10apSOoAPjOu6UhUNmeI,SAVE YOURSELF,SBTRKT,2016-03-25,217326,35,0.291,0.00156,0.641,0.854,0.342,-5.576,0.0315,92.008,4
1282,REVERT (feat. The-Dream),1O10apSOoAPjOu6UhUNmeI,SAVE YOURSELF,SBTRKT,2016-03-25,228443,22,0.224,0.35,0.351,0.167,0.218,-9.461,0.0307,135.878,4
1283,READY OR NOT,1O10apSOoAPjOu6UhUNmeI,SAVE YOURSELF,SBTRKT,2016-03-25,123388,24,0.572,0.0199,0.507,5.97e-05,0.192,-7.296,0.0267,129.066,4
1284,LET THEM IN,1O10apSOoAPjOu6UhUNmeI,SAVE YOURSELF,SBTRKT,2016-03-25,144236,20,0.786,0.0212,0.416,0.866,0.1,-9.744,0.0497,109.962,4
1285,BURY YOU (feat. The-Dream),1O10apSOoAPjOu6UhUNmeI,SAVE YOURSELF,SBTRKT,2016-03-25,246526,27,0.545,0.943,0.325,0.315,0.112,-15.253,0.0528,105.85,4
1286,Day 1,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,33497,1,0.186,0.912,0.336,0.993,0.212,-15.332,0.0735,90.419,4
1287,Wonder Where We Land,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,165233,4,0.578,0.085,0.544,0.00721,0.17,-8.745,0.0665,92.989,4
1288,Lantern,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,120736,2,0.6,0.0691,0.713,0.917,0.099,-11.226,0.0499,164.044,4
1289,Higher,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,253965,10,0.612,0.153,0.683,0.179,0.149,-6.032,0.0598,100.993,1
1290,Day 5,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,23951,0,0.27,0.786,0.479,0.823,0.251,-18.717,0.0626,81.739,4
1291,Look Away,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,256011,2,0.525,0.0142,0.71,3.16e-06,0.593,-5.641,0.0452,149.982,4
1292,Osea,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,158814,1,0.157,0.0856,0.322,0.807,0.095,-12.914,0.0339,136.728,4
1293,Temporary View,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,206147,17,0.706,0.549,0.708,0.000317,0.1,-5.212,0.0351,144.873,4
1294,NEW DORP. NEW YORK,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,180575,37,0.844,0.00178,0.438,0.00119,0.144,-10.564,0.264,119.008,4
1295,Everybody Knows,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,211086,2,0.675,0.0269,0.788,0.398,0.155,-7.468,0.045,131.004,4
1296,Problem (Solved),1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,159439,3,0.686,0.221,0.516,0.00128,0.104,-9.318,0.0465,139.988,4
1297,If It Happens,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,89752,3,0.61,0.721,0.332,0.0,0.124,-8.795,0.0296,111.966,4
1298,Gon Stay,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,216615,4,0.631,0.3,0.621,0.000324,0.0815,-9.573,0.0653,109.918,4
1299,The Light,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,186436,5,0.663,0.14,0.42,0.0161,0.111,-11.616,0.0455,122.026,4
1300,Voices In My Head,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,288571,3,0.674,0.617,0.496,3.82e-05,0.201,-7.976,0.0638,128.022,4
1301,Forgotten,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,59952,1,0.222,0.94,0.165,0.0123,0.16,-12.22,0.0356,62.075,4
1302,Paper Cuts,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,147761,0,0.682,0.00383,0.6,0.372,0.387,-12.84,0.0901,119.027,4
1303,War Drums,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,175923,2,0.568,0.0622,0.538,0.00391,0.0988,-7.644,0.208,169.934,4
1304,Spaced Out,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,220935,2,0.611,0.0386,0.536,0.0,0.111,-7.585,0.361,120.093,4
1305,Maybe,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,197846,1,0.709,0.2,0.402,0.000867,0.116,-9.581,0.0542,123.929,4
1306,Decemberist,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,147378,2,0.657,0.0435,0.838,0.921,0.198,-8.877,0.113,150.928,4
1307,Day 1,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,33497,0,0.186,0.912,0.336,0.993,0.212,-15.332,0.0735,90.419,4
1308,Wonder Where We Land,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,165233,0,0.578,0.085,0.544,0.00721,0.17,-8.745,0.0665,92.989,4
1309,Lantern,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,120736,0,0.6,0.0691,0.713,0.917,0.099,-11.226,0.0499,164.044,4
1310,Higher,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,253965,0,0.612,0.153,0.683,0.179,0.149,-6.032,0.0598,100.993,1
1311,Day 5,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,23951,0,0.27,0.786,0.479,0.823,0.251,-18.717,0.0626,81.739,4
1312,Look Away,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,256011,0,0.525,0.0142,0.71,3.16e-06,0.593,-5.641,0.0452,149.982,4
1313,Osea,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,158814,0,0.157,0.0856,0.322,0.807,0.095,-12.914,0.0339,136.728,4
1314,Temporary View,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,206147,0,0.706,0.549,0.708,0.000317,0.1,-5.212,0.0351,144.873,4
1315,NEW DORP. NEW YORK,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,180575,1,0.844,0.00178,0.438,0.00119,0.144,-10.564,0.264,119.008,4
1316,Everybody Knows,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,211086,0,0.675,0.0269,0.788,0.398,0.155,-7.468,0.045,131.004,4
1317,Problem (Solved),1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,159439,0,0.686,0.221,0.516,0.00128,0.104,-9.318,0.0465,139.988,4
1318,If It Happens,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,89752,0,0.61,0.721,0.332,0.0,0.124,-8.795,0.0296,111.966,4
1319,Gon Stay,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,216615,0,0.631,0.3,0.621,0.000324,0.0815,-9.573,0.0653,109.918,4
1320,The Light,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,186436,0,0.663,0.14,0.42,0.0161,0.111,-11.616,0.0455,122.026,4
1321,Voices In My Head,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-10-07,288571,0,0.674,0.617,0.496,3.82e-05,0.201,-7.976,0.0638,128.022,4
1322,Day 1,1O10apSOoAPjOu6UhUNmeI,Wonder Where We Land,SBTRKT,2014-09-29,33497,21,0.186,0.912,0.336,0.993,0.212,-15.332,0.0735,90.419,4
